Date,Open,High,Low,Close,Volume
20221108 203600,18090,18135,18070,18105,13
20221108 203700,18140,18200,18140,18180,38
20221108 203800,18205,18240,18195,18205,24
20221108 203900,18230,18235,18155,18155,31
20221108 204000,18200,18200,18155,18165,47
20221108 204100,18205,18205,18160,18160,19
20221108 204200,18175,18180,18160,18180,27
20221108 204300,18195,18220,18195,18220,12
20221108 204400,18190,18190,18190,18190,1
20221108 204500,18175,18195,18165,18195,38
20221108 204600,18185,18200,18185,18200,4
20221108 204700,18255,18280,18255,18280,25
20221108 204800,18280,18305,18270,18290,46
20221108 204900,18290,18375,18285,18350,78
20221108 205000,18330,18345,18285,18315,59
20221108 205100,18300,18305,18220,18220,10
20221108 205200,18225,18225,18170,18170,16
20221108 205300,18170,18200,18150,18150,48
20221108 205400,18150,18190,18150,18155,34
20221108 205500,18155,18245,18155,18230,22
20221108 205600,18215,18240,18190,18240,47
20221108 205700,18235,18255,18215,18215,24
20221108 205800,18200,18210,18190,18190,15
20221108 205900,18180,18185,18145,18145,84
20221108 210000,18145,18145,18045,18065,237
20221108 210100,18045,18110,18045,18075,72
20221108 210200,18080,18115,18080,18095,14
20221108 210300,18095,18165,18095,18165,12
20221108 210400,18125,18140,18115,18140,23
20221108 210500,18135,18175,18135,18175,26
20221108 210600,18210,18220,18210,18210,10
20221108 210800,18190,18210,18190,18210,4
20221108 210900,18240,18260,18240,18260,2
20221108 211000,18210,18210,18210,18210,1
20221108 211200,18200,18260,18200,18260,25
20221108 211300,18280,18310,18280,18310,3
20221108 211400,18310,18340,18310,18330,17
20221108 211500,18300,18300,18300,18300,6
20221108 211600,18270,18270,18250,18250,7
20221108 211700,18255,18275,18200,18215,16
20221108 211800,18205,18215,18190,18195,34
20221108 211900,18185,18185,18145,18170,28
20221108 212200,18225,18225,18225,18225,3
20221108 212300,18245,18245,18230,18230,8
20221108 212500,18235,18260,18235,18260,24
20221108 212600,18270,18270,18270,18270,6
20221108 212900,18190,18190,18190,18190,1
20221108 213100,18210,18210,18210,18210,5
20221108 213300,18180,18180,18180,18180,10
20221108 213400,18170,18180,18170,18180,15
20221108 213500,18265,18270,18265,18270,3
20221108 213600,18275,18280,18275,18280,2
20221108 213700,18285,18300,18265,18265,46
20221108 213900,18295,18295,18295,18295,5
20221108 214000,18325,18330,18325,18330,30
20221108 214100,18330,18355,18330,18350,11
20221108 214200,18360,18405,18360,18395,10
20221108 214300,18395,18410,18390,18410,14
20221108 214400,18470,18475,18470,18475,14
20221108 214500,18475,18515,18475,18475,47
20221108 214600,18475,18525,18475,18520,101
20221108 214700,18475,18485,18465,18485,39
20221108 214800,18445,18475,18440,18465,25
20221108 214900,18455,18455,18450,18450,5
20221108 215000,18455,18505,18445,18505,20
20221108 215100,18515,18530,18515,18530,21
20221108 215200,18555,18640,18540,18625,16
20221108 215300,18625,18625,18580,18580,9
20221108 215400,18585,18590,18580,18580,6
20221108 215500,18575,18585,18570,18585,5
20221108 215600,18555,18555,18540,18540,3
20221108 215800,18520,18550,18505,18550,33
20221108 215900,18575,18615,18575,18615,20
20221108 220000,18600,18605,18595,18595,23
20221108 230100,18470,18470,18325,18360,63
20221108 230200,18390,18390,18350,18355,22
20221108 230300,18355,18355,18355,18355,1
20221108 230400,18360,18405,18360,18405,35
20221108 230600,18410,18445,18410,18445,2
20221108 230700,18455,18455,18455,18455,1
20221108 230800,18435,18435,18435,18435,1
20221108 230900,18440,18440,18440,18440,1
20221108 231000,18435,18435,18435,18435,1
20221108 231100,18460,18490,18460,18490,232
20221108 231200,18460,18460,18460,18460,13
20221108 231400,18420,18425,18420,18425,3
20221108 231500,18440,18440,18440,18440,4
20221108 231600,18425,18425,18425,18425,2
20221108 231700,18450,18455,18450,18455,20
20221108 231800,18360,18360,18360,18360,1
20221108 231900,18350,18350,18350,18350,13
20221108 232100,18300,18305,18280,18305,53
20221108 232200,18295,18295,18295,18295,1
20221108 232700,18315,18315,18315,18315,3
20221108 232900,18345,18345,18345,18345,7
20221108 233100,18350,18350,18350,18350,1
20221108 233200,18350,18365,18350,18365,2
20221108 233300,18355,18355,18355,18355,2
20221108 233400,18395,18395,18395,18395,1
20221108 233700,18430,18430,18430,18430,1
20221108 233800,18460,18470,18460,18465,11
20221108 233900,18485,18485,18485,18485,12
20221108 234000,18510,18520,18510,18520,15
20221108 234100,18515,18515,18515,18515,1
20221108 234300,18540,18540,18540,18540,1
20221108 234800,18450,18460,18440,18460,49
20221108 234900,18455,18455,18455,18455,1
20221108 235100,18430,18430,18420,18420,41
20221108 235200,18445,18445,18435,18435,3
20221108 235300,18430,18430,18430,18430,8
20221108 235400,18415,18415,18415,18415,8
20221108 235500,18415,18415,18415,18415,1
20221108 235600,18400,18410,18400,18410,3
20221108 235700,18450,18450,18450,18450,5
20221108 235900,18430,18430,18430,18430,1
20221109 000000,18455,18455,18455,18455,3
20221109 000100,18450,18450,18450,18450,1
20221109 000200,18410,18410,18390,18390,2
20221109 000300,18390,18390,18370,18370,2
20221109 000400,18375,18375,18325,18350,53
20221109 000600,18375,18375,18375,18375,1
20221109 000700,18350,18350,18350,18350,5
20221109 000800,18345,18345,18345,18345,5
20221109 000900,18350,18350,18340,18340,20
20221109 001000,18345,18345,18345,18345,29
20221109 001300,18370,18380,18370,18380,6
20221109 001400,18370,18370,18370,18370,1
20221109 001700,18415,18415,18415,18415,1
20221109 001900,18435,18435,18435,18435,20
20221109 002000,18450,18450,18425,18425,6
20221109 002500,18475,18475,18475,18475,2
20221109 002600,18465,18465,18455,18455,6
20221109 002900,18430,18430,18430,18430,1
20221109 003000,18440,18460,18440,18460,2
20221109 003100,18460,18470,18460,18470,12
20221109 003200,18490,18490,18490,18490,3
20221109 003300,18495,18505,18495,18505,25
20221109 003400,18500,18500,18480,18480,2
20221109 003500,18480,18480,18480,18480,1
20221109 003800,18425,18425,18420,18420,17
20221109 004100,18405,18405,18405,18405,5
20221109 004200,18410,18410,18410,18410,1
20221109 004400,18395,18395,18395,18395,1
20221109 004700,18365,18365,18365,18365,9
20221109 004800,18360,18360,18350,18350,2
20221109 004900,18355,18355,18310,18310,3
20221109 005000,18340,18340,18340,18340,10
20221109 005100,18310,18310,18310,18310,1
20221109 005400,18290,18290,18260,18260,7
20221109 005500,18265,18265,18265,18265,1
20221109 005700,18265,18265,18265,18265,1
20221109 005800,18245,18245,18245,18245,1
20221109 005900,18245,18245,18230,18230,5
20221109 010000,18230,18250,18230,18240,50
20221109 010100,18215,18215,18215,18215,1
20221109 010200,18200,18215,18200,18215,5
20221109 010300,18215,18215,18200,18205,18
20221109 010400,18215,18215,18195,18215,8
20221109 010700,18305,18305,18305,18305,1
20221109 010800,18295,18295,18295,18295,14
20221109 011000,18305,18305,18305,18305,1
20221109 011100,18310,18310,18310,18310,1
20221109 011400,18290,18290,18290,18290,9
20221109 011600,18265,18265,18265,18265,4
20221109 011800,18250,18250,18250,18250,38
20221109 012100,18360,18360,18360,18360,1
20221109 012200,18325,18325,18325,18325,1
20221109 012300,18320,18320,18320,18320,5
20221109 012400,18300,18300,18300,18300,1
20221109 012700,18315,18315,18315,18315,3
20221109 013000,18280,18290,18280,18290,17
20221109 013200,18325,18340,18325,18340,14
20221109 013300,18375,18380,18375,18380,3
20221109 013500,18385,18385,18385,18385,7
20221109 013600,18360,18370,18360,18370,5
20221109 014000,18330,18330,18330,18330,1
20221109 014100,18310,18310,18310,18310,1
20221109 014300,18315,18315,18315,18315,3
20221109 014500,18320,18325,18310,18310,10
20221109 015200,18335,18335,18335,18335,20
20221109 015400,18305,18305,18305,18305,1
20221109 015500,18270,18270,18265,18270,24
20221109 015800,18215,18215,18205,18205,2
20221109 020000,18220,18220,18220,18220,5
20221109 020100,18230,18230,18230,18230,1
20221109 020200,18215,18220,18215,18215,11
20221109 020300,18215,18215,18215,18215,2
20221109 020400,18190,18190,18190,18190,1
20221109 020500,18210,18210,18185,18185,2
20221109 020600,18200,18235,18200,18235,3
20221109 020700,18255,18265,18255,18265,6
20221109 020800,18250,18260,18250,18260,2
20221109 021200,18235,18245,18235,18245,26
20221109 021400,18275,18275,18275,18275,1
20221109 021700,18280,18285,18280,18285,14
20221109 021900,18320,18320,18320,18320,2
20221109 022100,18290,18290,18290,18290,1
20221109 022200,18305,18305,18305,18305,1
20221109 022400,18320,18320,18320,18320,1
20221109 022500,18320,18325,18270,18280,53
20221109 022700,18300,18300,18300,18300,1
20221109 022800,18285,18285,18280,18280,2
20221109 023000,18260,18260,18260,18260,5
20221109 023100,18280,18280,18265,18270,42
20221109 023200,18170,18170,18165,18165,2
20221109 023300,18160,18160,18145,18155,6
20221109 023400,18180,18180,18180,18180,1
20221109 023600,18140,18140,18115,18125,5
20221109 023700,18110,18110,18095,18110,8
20221109 023800,18130,18130,18120,18120,11
20221109 024100,18105,18105,18085,18085,34
20221109 024200,18095,18095,18065,18090,52
20221109 024300,18075,18075,18065,18065,2
20221109 024400,18100,18100,18100,18100,1
20221109 024500,18090,18090,18080,18085,35
20221109 024600,18125,18125,18125,18125,1
20221109 024700,18130,18130,18125,18130,11
20221109 024800,18120,18120,18120,18120,1
20221109 025000,18120,18120,18120,18120,2
20221109 025300,18115,18130,18115,18130,2
20221109 025400,18110,18110,18110,18110,3
20221109 025600,18055,18055,18025,18050,13
20221109 025700,18045,18060,18020,18060,3
20221109 030000,18015,18015,18015,18015,2
20221109 030100,18030,18030,17990,18020,17
20221109 030300,18035,18035,18035,18035,1
20221109 030400,18055,18055,18055,18055,1
20221109 030600,18050,18050,18050,18050,1
20221109 030900,18070,18070,18070,18070,13
20221109 031000,18055,18055,18025,18025,18
20221109 031100,18060,18070,18060,18070,3
20221109 031200,18040,18040,18000,18000,7
20221109 031300,18000,18000,17945,17945,26
20221109 031400,17935,17935,17920,17920,9
20221109 031500,17920,17920,17880,17880,57
20221109 031600,17885,17910,17880,17900,17
20221109 031700,17900,17940,17900,17940,47
20221109 031800,17950,18000,17950,18000,13
20221109 032000,18105,18105,18105,18105,1
20221109 032100,18125,18125,18125,18125,1
20221109 032300,18100,18100,18080,18080,8
20221109 032600,18065,18065,18065,18065,1
20221109 032700,18075,18105,18075,18095,254
20221109 032800,18115,18115,18100,18110,18
20221109 032900,18085,18115,18085,18115,4
20221109 033000,18090,18105,18090,18105,10
20221109 033100,18080,18080,18080,18080,1
20221109 033300,18030,18030,18030,18030,1
20221109 033400,17990,17990,17990,17990,8
20221109 033500,18000,18015,18000,18000,12
20221109 033900,18015,18015,18015,18015,1
20221109 034200,18040,18040,18040,18040,2
20221109 034300,18035,18035,18035,18035,1
20221109 034400,18070,18125,18070,18125,11
20221109 034500,18125,18125,18125,18125,2
20221109 034600,18135,18135,18125,18125,8
20221109 034700,18150,18150,18150,18150,1
20221109 035000,18150,18190,18150,18190,8
20221109 035200,18170,18170,18170,18170,1
20221109 035300,18170,18210,18165,18210,7
20221109 035400,18225,18250,18225,18250,3
20221109 035600,18210,18210,18210,18210,20
20221109 035800,18190,18190,18185,18185,7
20221109 040100,18210,18210,18210,18210,5
20221109 040700,18150,18150,18150,18150,1
20221109 040800,18140,18140,18140,18140,1
20221109 041000,18135,18135,18135,18135,2
20221109 041200,18160,18160,18160,18160,1
20221109 042400,18190,18190,18190,18190,1
20221109 042600,18190,18190,18190,18190,1
20221109 042800,18225,18230,18225,18230,2
20221109 042900,18230,18230,18230,18230,1
20221109 043700,18245,18245,18245,18245,2
20221109 043800,18235,18235,18235,18235,1
20221109 043900,18205,18205,18205,18205,1
20221109 044300,18145,18145,18145,18145,3
20221109 044600,18105,18105,18105,18105,5
20221109 044700,18115,18125,18115,18125,2
20221109 044800,18140,18140,18140,18140,1
20221109 045000,18130,18130,18130,18130,1
20221109 045100,18115,18115,18115,18115,1
20221109 045200,18130,18130,18130,18130,2
20221109 045600,18125,18125,18125,18125,2
20221109 045900,18090,18090,18080,18080,20
20221109 050000,18115,18125,18115,18125,2
20221109 050100,18130,18130,18120,18130,30
20221109 050400,18135,18135,18135,18135,5
20221109 050500,18150,18150,18150,18150,2
20221109 050800,18155,18155,18130,18130,4
20221109 051000,18110,18110,18095,18095,29
20221109 051100,18075,18075,18065,18065,3
20221109 052400,18110,18110,18105,18105,5
20221109 052500,18105,18105,18095,18095,2
20221109 052700,18170,18170,18170,18170,1
20221109 052900,18275,18275,18275,18275,1
20221109 053000,18295,18310,18290,18290,13
20221109 053100,18300,18300,18300,18300,1
20221109 053200,18270,18270,18225,18225,4
20221109 053400,18270,18270,18270,18270,1
20221109 053500,18270,18270,18270,18270,3
20221109 053900,18280,18280,18280,18280,1
20221109 054000,18280,18280,18280,18280,2
20221109 054200,18315,18315,18265,18265,5
20221109 054300,18300,18300,18300,18300,1
20221109 054400,18325,18325,18325,18325,1
20221109 054500,18325,18325,18325,18325,1
20221109 054600,18350,18350,18350,18350,11
20221109 054700,18375,18390,18375,18375,4
20221109 054800,18350,18375,18350,18375,6
20221109 055400,18285,18285,18285,18285,35
20221109 060000,18280,18280,18280,18280,8
20221109 060100,18285,18285,18285,18285,6
20221109 060300,18250,18260,18250,18260,11
20221109 060600,18290,18305,18290,18305,2
20221109 060700,18305,18305,18300,18300,4
20221109 061100,18275,18275,18275,18275,1
20221109 061200,18280,18280,18270,18270,3
20221109 061300,18270,18280,18270,18280,3
20221109 061600,18275,18275,18275,18275,1
20221109 061700,18295,18295,18295,18295,1
20221109 061900,18270,18270,18270,18270,1
20221109 062000,18275,18275,18275,18275,2
20221109 062700,18265,18270,18265,18270,2
20221109 062800,18265,18265,18265,18265,1
20221109 062900,18270,18270,18270,18270,1
20221109 063100,18285,18290,18285,18290,3
20221109 063400,18260,18270,18260,18260,51
20221109 063700,18260,18260,18260,18260,3
20221109 063800,18240,18245,18240,18245,2
20221109 064000,18245,18250,18245,18250,3
20221109 064100,18260,18260,18260,18260,1
20221109 064400,18245,18245,18245,18245,1
20221109 064700,18285,18310,18285,18310,5
20221109 064800,18285,18285,18285,18285,1
20221109 065000,18300,18300,18300,18300,1
20221109 065200,18300,18300,18300,18300,1
20221109 065300,18280,18285,18270,18270,8
20221109 065500,18230,18230,18230,18230,1
20221109 065600,18230,18230,18225,18225,3
20221109 065800,18220,18220,18220,18220,1
20221109 070000,18190,18190,18180,18180,5
20221109 070300,18190,18195,18190,18195,2
20221109 070400,18215,18215,18215,18215,2
20221109 070500,18210,18215,18210,18215,4
20221109 070600,18200,18200,18200,18200,6
20221109 070700,18195,18195,18195,18195,1
20221109 070900,18200,18200,18200,18200,2
20221109 071000,18190,18205,18190,18205,12
20221109 071100,18205,18205,18180,18180,196
20221109 071200,18190,18200,18190,18200,25
20221109 071300,18185,18185,18185,18185,35
20221109 071600,18180,18190,18180,18190,14
20221109 071700,18160,18160,18160,18160,7
20221109 071800,18135,18155,18135,18155,14
20221109 071900,18155,18170,18155,18170,43
20221109 072100,18180,18180,18165,18165,4
20221109 072200,18165,18180,18165,18170,21
20221109 072500,18165,18165,18165,18165,1
20221109 072600,18165,18175,18165,18175,2
20221109 072800,18175,18190,18175,18190,2
20221109 073000,18200,18200,18200,18200,2
20221109 073200,18225,18225,18225,18225,1
20221109 073300,18200,18200,18200,18200,1
20221109 073700,18150,18150,18120,18120,20
20221109 073900,18105,18125,18105,18125,4
20221109 074100,18175,18175,18175,18175,1
20221109 074400,18140,18140,18140,18140,1
20221109 074500,18150,18150,18150,18150,10
20221109 074600,18140,18140,18140,18140,1
20221109 074700,18155,18155,18155,18155,1
20221109 074900,18125,18125,18125,18125,5
20221109 075100,18110,18135,18110,18135,2
20221109 075200,18135,18180,18135,18180,14
20221109 075300,18170,18170,18170,18170,5
20221109 075400,18170,18175,18170,18175,7
20221109 075600,18155,18155,18155,18155,2
20221109 080000,18135,18135,18135,18135,1
20221109 080100,18130,18130,18120,18130,19
20221109 080200,18145,18145,18145,18145,7
20221109 080300,18115,18120,18065,18075,94
20221109 080400,18110,18110,18110,18110,1
20221109 080500,18080,18080,18080,18080,1
20221109 080800,18050,18060,18050,18060,5
20221109 080900,18075,18075,18075,18075,1
20221109 081000,18050,18050,18030,18030,14
20221109 081200,18045,18045,18040,18040,6
20221109 081300,18020,18020,18020,18020,2
20221109 081400,18035,18035,18035,18035,1
20221109 081600,17990,17990,17990,17990,2
20221109 081700,18005,18005,18005,18005,2
20221109 081900,18035,18040,18015,18015,12
20221109 082000,18010,18010,18010,18010,1
20221109 082100,18025,18025,18025,18025,2
20221109 082200,18035,18040,18035,18040,10
20221109 082300,18025,18025,18025,18025,1
20221109 082400,17950,17950,17940,17940,51
20221109 082500,17950,17955,17950,17955,2
20221109 082600,17965,17975,17965,17975,3
20221109 082700,17945,17960,17945,17960,3
20221109 082800,17935,17980,17920,17980,4
20221109 083200,18020,18020,18005,18005,2
20221109 083400,17935,17960,17935,17960,4
20221109 083500,17985,17985,17985,17985,1
20221109 083600,17945,17985,17945,17985,3
20221109 084000,17960,17960,17955,17955,8
20221109 084100,17960,17960,17955,17960,63
20221109 084200,18000,18015,18000,18015,2
20221109 084300,18025,18065,18025,18065,7
20221109 084600,18075,18075,18075,18075,1
20221109 084700,18050,18050,18050,18050,2
20221109 084900,18000,18000,18000,18000,1
20221109 085100,18025,18030,18020,18020,4
20221109 085200,17980,17990,17980,17990,2
20221109 085300,18000,18000,18000,18000,4
20221109 085400,18000,18000,18000,18000,1
20221109 085500,18005,18005,18005,18005,1
20221109 085600,17975,17975,17975,17975,1
20221109 085700,17980,17990,17980,17990,3
20221109 085800,18005,18020,18005,18020,2
20221109 085900,18010,18010,18010,18010,2
20221109 090000,18015,18035,18015,18035,4
20221109 090200,17975,17975,17975,17975,10
20221109 090300,17990,17990,17990,17990,11
20221109 090400,17990,17995,17980,17980,6
20221109 090600,17980,17980,17940,17940,36
20221109 090800,17900,17905,17900,17900,3
20221109 090900,17900,17900,17820,17875,51
20221109 091000,17855,17855,17805,17805,46
20221109 091100,17795,17830,17795,17830,7
20221109 091200,17815,17820,17785,17795,32
20221109 091300,17785,17785,17745,17755,117
20221109 091400,17790,17790,17730,17730,23
20221109 091500,17750,17785,17745,17745,41
20221109 091600,17740,17775,17740,17775,42
20221109 091700,17725,17740,17710,17740,54
20221109 091800,17755,17765,17750,17750,4
20221109 091900,17740,17740,17680,17680,20
20221109 092000,17685,17700,17665,17670,19
20221109 092100,17670,17750,17670,17750,4
20221109 092200,17800,17860,17800,17860,4
20221109 092300,17875,17905,17860,17905,8
20221109 092400,17925,17925,17905,17905,2
20221109 092500,17950,17970,17950,17970,4
20221109 092600,17920,17920,17920,17920,2
20221109 092700,17905,17905,17900,17900,3
20221109 092800,17925,17925,17925,17925,1
20221109 093100,17885,17885,17885,17885,1
20221109 093200,17805,17805,17800,17800,2
20221109 093300,17775,17825,17775,17825,6
20221109 093400,17765,17765,17765,17765,2
20221109 093500,17770,17780,17770,17780,6
20221109 093700,17805,17840,17805,17825,6
20221109 093800,17800,17810,17785,17785,4
20221109 093900,17800,17800,17745,17745,15
20221109 094000,17740,17745,17730,17745,30
20221109 094100,17720,17740,17720,17735,12
20221109 094200,17760,17760,17760,17760,1
20221109 094300,17735,17735,17735,17735,1
20221109 094400,17680,17705,17675,17685,52
20221109 094500,17680,17695,17660,17695,35
20221109 094600,17710,17720,17700,17720,4
20221109 094700,17740,17745,17665,17665,6
20221109 094800,17665,17675,17665,17675,7
20221109 094900,17650,17650,17590,17595,74
20221109 095000,17615,17615,17570,17585,10
20221109 095100,17605,17625,17605,17625,7
20221109 095200,17555,17555,17550,17550,2
20221109 095400,17535,17565,17515,17565,13
20221109 095500,17570,17570,17570,17570,1
20221109 095600,17550,17570,17495,17570,16
20221109 095700,17570,17585,17560,17560,12
20221109 095800,17545,17545,17545,17545,10
20221109 095900,17505,17505,17500,17500,25
20221109 100000,17535,17590,17535,17590,13
20221109 100100,17635,17680,17635,17675,17
20221109 100200,17675,17685,17675,17685,3
20221109 100300,17625,17625,17605,17615,27
20221109 100400,17620,17625,17620,17625,2
20221109 100600,17570,17570,17545,17545,6
20221109 100700,17535,17590,17535,17545,88
20221109 100800,17520,17520,17480,17495,16
20221109 100900,17510,17540,17510,17540,3
20221109 101000,17525,17525,17495,17495,8
20221109 101100,17510,17525,17425,17425,19
20221109 101200,17420,17420,17365,17370,115
20221109 101300,17380,17405,17295,17340,102
20221109 101400,17360,17395,17305,17305,15
20221109 101500,17300,17340,17250,17250,41
20221109 101600,17305,17305,17305,17305,20
20221109 101700,17320,17320,17320,17320,10
20221109 101800,17320,17320,17275,17275,9
20221109 101900,17260,17260,17200,17220,40
20221109 102000,17160,17205,17155,17160,10
20221109 102100,17160,17260,17130,17260,46
20221109 102200,17250,17295,17245,17255,55
20221109 102300,17285,17350,17285,17350,35
20221109 102400,17395,17400,17350,17350,10
20221109 102500,17355,17390,17355,17380,7
20221109 102600,17370,17375,17305,17305,19
20221109 102700,17315,17350,17305,17350,5
20221109 102800,17330,17330,17205,17240,20
20221109 102900,17240,17245,17220,17220,4
20221109 103000,17225,17290,17205,17290,9
20221109 103100,17310,17450,17310,17400,74
20221109 103200,17365,17365,17305,17335,5
20221109 103300,17320,17335,17275,17275,7
20221109 103400,17285,17320,17245,17245,8
20221109 103500,17290,17335,17290,17335,6
20221109 103600,17350,17350,17305,17305,4
20221109 103700,17380,17410,17380,17410,2
20221109 103800,17420,17445,17420,17445,2
20221109 103900,17470,17600,17470,17600,13
20221109 104000,17560,17560,17555,17555,2
20221109 104100,17565,17565,17510,17510,12
20221109 104200,17525,17525,17505,17525,4
20221109 104300,17530,17530,17495,17495,14
20221109 104400,17530,17530,17530,17530,3
20221109 104500,17540,17580,17540,17580,6
20221109 104600,17545,17660,17545,17655,6
20221109 104700,17650,17650,17630,17630,3
20221109 104800,17635,17640,17555,17555,7
20221109 104900,17595,17595,17595,17595,1
20221109 105000,17570,17570,17565,17565,13
20221109 105100,17595,17595,17595,17595,1
20221109 105200,17590,17590,17585,17585,4
20221109 105300,17555,17585,17555,17585,6
20221109 105400,17635,17635,17630,17630,2
20221109 105500,17615,17615,17615,17615,1
20221109 105600,17640,17670,17630,17630,25
20221109 105700,17630,17640,17630,17630,19
20221109 105800,17620,17630,17590,17630,13
20221109 105900,17580,17580,17580,17580,1
20221109 110000,17560,17560,17555,17555,6
20221109 110100,17565,17575,17565,17575,2
20221109 110200,17560,17570,17560,17570,3
20221109 110300,17580,17580,17520,17520,26
20221109 110400,17515,17515,17505,17510,14
20221109 110600,17465,17500,17465,17500,11
20221109 110700,17445,17445,17445,17445,1
20221109 110900,17470,17480,17470,17475,24
20221109 111000,17490,17490,17490,17490,1
20221109 111100,17520,17520,17520,17520,8
20221109 111200,17520,17520,17520,17520,8
20221109 111300,17525,17550,17525,17550,3
20221109 111400,17565,17565,17565,17565,4
20221109 111500,17600,17600,17600,17600,1
20221109 111600,17630,17630,17630,17630,1
20221109 111800,17610,17610,17605,17605,4
20221109 111900,17615,17615,17605,17605,3
20221109 112000,17605,17625,17605,17625,5
20221109 112100,17645,17710,17640,17710,131
20221109 112200,17735,17735,17705,17705,17
20221109 112400,17705,17705,17685,17690,25
20221109 112500,17675,17680,17675,17680,7
20221109 112600,17675,17675,17675,17675,3
20221109 112700,17655,17655,17640,17640,2
20221109 112800,17625,17640,17625,17635,8
20221109 112900,17630,17630,17620,17620,2
20221109 113000,17625,17625,17625,17625,1
20221109 113100,17580,17580,17575,17575,3
20221109 113200,17605,17605,17580,17580,21
20221109 113300,17585,17585,17565,17565,4
20221109 113400,17590,17590,17590,17590,1
20221109 113500,17605,17615,17605,17615,21
20221109 113700,17590,17590,17575,17575,6
20221109 113800,17575,17575,17560,17560,2
20221109 114100,17540,17555,17540,17540,13
20221109 114300,17530,17530,17530,17530,3
20221109 114400,17530,17530,17530,17530,1
20221109 114600,17540,17550,17540,17550,6
20221109 114700,17565,17585,17565,17565,9
20221109 114800,17570,17580,17570,17580,7
20221109 114900,17570,17570,17570,17570,4
20221109 115000,17570,17570,17570,17570,4
20221109 115100,17575,17590,17575,17590,2
20221109 115200,17590,17590,17590,17590,2
20221109 115300,17605,17605,17605,17605,3
20221109 115400,17635,17655,17635,17655,3
20221109 115500,17660,17675,17660,17675,5
20221109 115600,17685,17690,17685,17690,2
20221109 115700,17700,17700,17700,17700,1
20221109 115800,17650,17660,17645,17660,13
20221109 115900,17655,17675,17655,17675,20
20221109 120000,17690,17695,17645,17660,113
20221109 120100,17655,17660,17630,17650,122
20221109 120200,17645,17655,17645,17655,21
20221109 120300,17665,17730,17665,17730,18
20221109 120400,17750,17790,17735,17750,26
20221109 120500,17780,17780,17760,17770,5
20221109 120600,17775,17810,17755,17755,89
20221109 120700,17750,17750,17695,17695,6
20221109 120800,17715,17715,17675,17680,9
20221109 120900,17670,17690,17665,17690,101
20221109 121000,17695,17695,17695,17695,22
20221109 121100,17750,17805,17750,17805,37
20221109 121200,17775,17775,17775,17775,2
20221109 121300,17765,17775,17765,17775,6
20221109 121400,17795,17820,17795,17820,46
20221109 121500,17830,17845,17815,17845,26
20221109 121600,17815,17825,17800,17800,11
20221109 121700,17790,17800,17785,17790,18
20221109 121800,17740,17750,17715,17715,15
20221109 121900,17710,17735,17710,17735,2
20221109 122000,17710,17715,17710,17715,2
20221109 122100,17700,17700,17660,17660,24
20221109 122200,17695,17695,17670,17675,16
20221109 122300,17655,17655,17585,17585,32
20221109 122400,17595,17595,17540,17555,60
20221109 122500,17595,17595,17545,17545,9
20221109 122600,17550,17585,17550,17570,43
20221109 122700,17570,17585,17570,17585,8
20221109 122800,17565,17565,17565,17565,2
20221109 122900,17540,17540,17515,17515,4
20221109 123000,17525,17545,17525,17545,3
20221109 123100,17555,17585,17555,17585,17
20221109 123200,17600,17630,17600,17630,16
20221109 123300,17640,17640,17630,17630,11
20221109 123500,17655,17655,17625,17625,20
20221109 123600,17650,17655,17650,17655,5
20221109 123700,17665,17665,17650,17650,6
20221109 123900,17670,17700,17670,17700,7
20221109 124000,17710,17720,17710,17710,32
20221109 124100,17700,17715,17700,17715,19
20221109 124200,17685,17685,17680,17680,10
20221109 124300,17635,17665,17635,17640,43
20221109 124400,17685,17685,17685,17685,1
20221109 124500,17695,17695,17690,17690,2
20221109 124600,17695,17710,17695,17710,4
20221109 124700,17720,17735,17720,17735,11
20221109 124800,17730,17800,17730,17800,44
20221109 124900,17810,17875,17700,17705,86
20221109 125000,17660,17675,17610,17610,42
20221109 125100,17560,17585,17550,17560,41
20221109 125200,17575,17600,17500,17600,49
20221109 125300,17595,17605,17565,17565,13
20221109 125400,17575,17580,17535,17540,45
20221109 125500,17550,17550,17540,17540,4
20221109 125600,17535,17535,17460,17460,16
20221109 125700,17460,17475,17295,17320,157
20221109 125800,17315,17385,17310,17385,68
20221109 125900,17400,17445,17400,17405,13
20221109 130000,17400,17500,17400,17500,15
20221109 130100,17485,17515,17460,17515,70
20221109 130200,17545,17545,17545,17545,1
20221109 130300,17525,17550,17520,17540,19
20221109 130400,17555,17555,17530,17530,2
20221109 130500,17500,17500,17500,17500,3
20221109 130600,17450,17450,17420,17420,8
20221109 130700,17365,17370,17365,17370,3
20221109 130800,17350,17365,17350,17350,7
20221109 130900,17345,17345,17300,17300,49
20221109 131000,17300,17310,17200,17200,75
20221109 131100,17195,17250,17175,17175,66
20221109 131200,17205,17255,17195,17240,63
20221109 131300,17245,17325,17245,17310,45
20221109 131400,17315,17325,17315,17325,4
20221109 131500,17350,17375,17315,17315,15
20221109 131600,17315,17345,17265,17275,38
20221109 131700,17290,17295,17240,17265,16
20221109 131800,17285,17330,17280,17325,21
20221109 131900,17310,17310,17290,17290,8
20221109 132000,17280,17335,17280,17335,6
20221109 132100,17350,17425,17325,17405,187
20221109 132200,17415,17415,17335,17345,156
20221109 132300,17360,17360,17360,17360,4
