Date,Open,High,Low,Close,Volume
20221104 025300,88.79,88.81,88.78,88.81,33
20221104 025400,88.8,88.86,88.8,88.84,46
20221104 025500,88.85,88.88,88.83,88.83,63
20221104 025600,88.84,88.9,88.83,88.86,101
20221104 025700,88.85,88.85,88.77,88.79,68
20221104 025800,88.8,88.8,88.78,88.79,40
20221104 025900,88.8,88.82,88.72,88.72,83
20221104 030000,88.73,88.77,88.73,88.76,44
20221104 030100,88.75,88.79,88.74,88.78,21
20221104 030200,88.8,88.81,88.79,88.8,30
20221104 030300,88.81,88.86,88.8,88.8,48
20221104 030400,88.81,88.81,88.78,88.8,53
20221104 030500,88.8,88.83,88.78,88.83,50
20221104 030600,88.82,88.86,88.82,88.86,24
20221104 030700,88.87,88.89,88.86,88.89,23
20221104 030800,88.87,88.89,88.86,88.87,37
20221104 030900,88.86,88.88,88.85,88.88,16
20221104 031000,88.89,88.89,88.86,88.86,5
20221104 031100,88.86,88.88,88.85,88.87,18
20221104 031200,88.87,88.95,88.87,88.94,137
20221104 031300,88.94,88.95,88.93,88.94,28
20221104 031400,88.95,88.97,88.93,88.94,36
20221104 031500,88.94,88.95,88.93,88.93,14
20221104 031600,88.93,88.93,88.91,88.93,32
20221104 031700,88.92,88.92,88.88,88.88,40
20221104 031800,88.89,88.92,88.88,88.88,31
20221104 031900,88.87,88.87,88.85,88.87,24
20221104 032000,88.87,88.88,88.86,88.86,29
20221104 032100,88.87,88.88,88.87,88.87,9
20221104 032200,88.87,88.94,88.87,88.9,70
20221104 032300,88.89,88.91,88.88,88.88,17
20221104 032400,88.88,88.92,88.88,88.91,17
20221104 032500,88.91,88.93,88.91,88.91,25
20221104 032600,88.91,88.92,88.88,88.88,35
20221104 032700,88.88,88.94,88.88,88.93,75
20221104 032800,88.93,88.95,88.92,88.92,40
20221104 032900,88.92,88.95,88.92,88.92,22
20221104 033000,88.92,88.96,88.92,88.95,32
20221104 033100,88.95,88.96,88.93,88.94,47
20221104 033200,88.94,88.95,88.93,88.94,49
20221104 033300,88.95,88.96,88.93,88.93,37
20221104 033400,88.93,88.94,88.91,88.92,27
20221104 033500,88.93,88.93,88.91,88.93,15
20221104 033600,88.94,88.97,88.94,88.97,25
20221104 033700,88.97,88.97,88.96,88.96,14
20221104 033800,88.97,88.97,88.96,88.96,5
20221104 033900,88.97,88.98,88.96,88.97,29
20221104 034000,88.98,88.98,88.94,88.95,12
20221104 034100,88.94,88.94,88.93,88.94,11
20221104 034200,88.93,88.94,88.92,88.94,10
20221104 034300,88.94,88.97,88.94,88.94,19
20221104 034400,88.94,88.95,88.93,88.94,15
20221104 034500,88.94,88.96,88.94,88.94,17
20221104 034600,88.96,88.97,88.94,88.96,40
20221104 034700,88.96,88.97,88.96,88.97,6
20221104 034800,88.96,88.96,88.96,88.96,11
20221104 034900,88.96,88.97,88.96,88.97,19
20221104 035000,88.97,88.98,88.94,88.94,70
20221104 035100,88.94,88.95,88.93,88.93,13
20221104 035200,88.93,88.93,88.88,88.9,31
20221104 035300,88.9,88.92,88.89,88.9,31
20221104 035400,88.9,88.9,88.88,88.88,9
20221104 035500,88.87,88.88,88.82,88.82,108
20221104 035600,88.82,88.85,88.82,88.85,19
20221104 035700,88.84,88.84,88.81,88.83,37
20221104 035800,88.84,88.86,88.84,88.84,16
20221104 035900,88.85,88.85,88.82,88.83,31
20221104 040000,88.84,88.85,88.83,88.84,6
20221104 040100,88.85,88.85,88.83,88.83,8
20221104 040200,88.85,88.86,88.85,88.86,21
20221104 040300,88.85,88.85,88.84,88.84,15
20221104 040400,88.83,88.83,88.83,88.83,8
20221104 040500,88.82,88.82,88.8,88.8,49
20221104 040600,88.8,88.81,88.79,88.79,25
20221104 040700,88.8,88.81,88.8,88.8,8
20221104 040800,88.8,88.8,88.77,88.79,30
20221104 040900,88.78,88.81,88.78,88.8,25
20221104 041000,88.81,88.82,88.8,88.82,12
20221104 041100,88.82,88.83,88.81,88.81,18
20221104 041200,88.81,88.84,88.81,88.83,31
20221104 041300,88.83,88.85,88.83,88.85,23
20221104 041400,88.85,88.91,88.85,88.91,80
20221104 041500,88.91,88.93,88.9,88.9,42
20221104 041600,88.91,88.93,88.9,88.91,57
20221104 041700,88.92,88.92,88.9,88.91,7
20221104 041800,88.91,88.95,88.9,88.93,52
20221104 041900,88.92,88.93,88.91,88.92,27
20221104 042000,88.93,88.93,88.92,88.93,11
20221104 042100,88.93,88.96,88.93,88.94,41
20221104 042200,88.94,88.94,88.9,88.9,30
20221104 042300,88.9,88.94,88.9,88.93,50
20221104 042400,88.93,88.94,88.92,88.92,12
20221104 042500,88.92,88.92,88.89,88.89,23
20221104 042600,88.91,88.91,88.88,88.88,14
20221104 042700,88.88,88.91,88.87,88.9,17
20221104 042800,88.88,88.9,88.88,88.9,13
20221104 042900,88.89,88.91,88.89,88.9,9
20221104 043000,88.9,88.95,88.9,88.94,36
20221104 043100,88.93,88.96,88.92,88.92,32
20221104 043200,88.92,88.95,88.92,88.95,16
20221104 043300,88.95,88.97,88.95,88.96,15
20221104 043400,88.96,88.98,88.96,88.97,19
20221104 043500,88.97,89,88.97,88.98,114
20221104 043600,88.98,88.98,88.98,88.98,10
20221104 043700,88.98,88.99,88.98,88.98,5
20221104 043800,88.98,88.99,88.98,88.99,6
20221104 043900,88.99,89,88.99,89,12
20221104 044000,88.99,89.01,88.98,89.01,35
20221104 044100,89.01,89.13,89.01,89.08,482
20221104 044200,89.08,89.09,89.06,89.07,56
20221104 044300,89.07,89.11,89.07,89.11,60
20221104 044400,89.1,89.11,89.07,89.07,105
20221104 044500,89.08,89.08,89.06,89.06,39
20221104 044600,89.06,89.07,89.04,89.05,28
20221104 044700,89.06,89.1,89.05,89.09,41
20221104 044800,89.09,89.09,89.08,89.09,20
20221104 044900,89.1,89.13,89.1,89.13,106
20221104 045000,89.13,89.14,89.1,89.11,114
20221104 045100,89.11,89.13,89.11,89.12,55
20221104 045200,89.11,89.3,89.11,89.22,465
20221104 045300,89.23,89.23,89.21,89.23,49
20221104 045400,89.23,89.23,89.21,89.21,25
20221104 045500,89.22,89.25,89.22,89.25,38
20221104 045600,89.25,89.3,89.24,89.28,93
20221104 045700,89.28,89.39,89.28,89.37,321
20221104 045800,89.38,89.41,89.36,89.41,132
20221104 045900,89.4,89.44,89.4,89.42,75
20221104 050000,89.41,89.45,89.41,89.43,112
20221104 050100,89.43,89.6,89.43,89.58,627
20221104 050200,89.58,89.59,89.53,89.53,281
20221104 050300,89.53,89.54,89.53,89.54,77
20221104 050400,89.53,89.55,89.51,89.54,118
20221104 050500,89.55,89.56,89.51,89.55,42
20221104 050600,89.55,89.59,89.55,89.58,94
20221104 050700,89.58,89.71,89.58,89.68,288
20221104 050800,89.68,89.68,89.63,89.66,141
20221104 050900,89.66,89.81,89.66,89.76,328
20221104 051000,89.76,89.81,89.75,89.76,221
20221104 051100,89.76,89.81,89.76,89.81,177
20221104 051200,89.8,89.82,89.68,89.71,222
20221104 051300,89.7,89.75,89.7,89.73,49
20221104 051400,89.74,89.74,89.72,89.74,34
20221104 051500,89.75,89.76,89.74,89.76,38
20221104 051600,89.77,89.83,89.77,89.78,110
20221104 051700,89.79,89.81,89.78,89.8,43
20221104 051800,89.81,89.83,89.81,89.83,37
20221104 051900,89.84,89.93,89.84,89.92,223
20221104 052000,89.92,89.93,89.88,89.89,53
20221104 052100,89.89,89.92,89.87,89.9,61
20221104 052200,89.9,89.9,89.87,89.9,92
20221104 052300,89.9,89.94,89.87,89.88,128
20221104 052400,89.86,89.86,89.81,89.82,96
20221104 052500,89.82,89.87,89.82,89.82,32
20221104 052600,89.82,89.82,89.77,89.79,62
20221104 052700,89.79,89.83,89.79,89.82,74
20221104 052800,89.82,89.85,89.82,89.83,48
20221104 052900,89.82,89.84,89.81,89.82,63
20221104 053000,89.82,89.83,89.81,89.81,36
20221104 053100,89.83,90.04,89.82,90,550
20221104 053200,90.01,90.04,89.92,89.93,183
20221104 053300,89.94,89.97,89.93,89.95,93
20221104 053400,89.95,89.99,89.93,89.93,68
20221104 053500,89.93,89.94,89.86,89.87,81
20221104 053600,89.88,89.95,89.87,89.95,117
20221104 053700,89.95,89.98,89.92,89.95,253
20221104 053800,89.95,89.98,89.94,89.97,57
20221104 053900,89.98,89.98,89.93,89.98,63
20221104 054000,89.98,90,89.95,89.95,69
20221104 054100,89.95,90.01,89.95,89.99,68
20221104 054200,90,90.08,89.99,90.06,145
20221104 054300,90.06,90.1,90.04,90.05,82
20221104 054400,90.03,90.07,90.03,90.05,34
20221104 054500,90.05,90.05,90.01,90.02,39
20221104 054600,90.02,90.07,90.01,90.04,126
20221104 054700,90.07,90.07,90.02,90.02,44
20221104 054800,90.01,90.07,90.01,90.06,63
20221104 054900,90.07,90.12,90.07,90.1,87
20221104 055000,90.11,90.14,90.1,90.14,135
20221104 055100,90.12,90.22,90.11,90.22,343
20221104 055200,90.22,90.25,90.18,90.18,291
20221104 055300,90.18,90.18,90.1,90.18,85
20221104 055400,90.18,90.2,90.1,90.14,112
20221104 055500,90.14,90.15,90.11,90.14,47
20221104 055600,90.15,90.3,90.14,90.26,301
20221104 055700,90.25,90.25,90.17,90.18,119
20221104 055800,90.17,90.42,90.17,90.39,514
20221104 055900,90.4,90.42,90.27,90.28,165
20221104 060000,90.28,90.31,90.21,90.25,78
20221104 060100,90.25,90.29,90.16,90.16,131
20221104 060200,90.16,90.27,90.16,90.24,73
20221104 060300,90.26,90.26,90.18,90.18,83
20221104 060400,90.2,90.22,90.16,90.19,92
20221104 060500,90.19,90.21,90.17,90.2,74
20221104 060600,90.2,90.22,90.16,90.21,74
20221104 060700,90.21,90.21,90.13,90.16,110
20221104 060800,90.16,90.23,90.16,90.21,95
20221104 060900,90.22,90.27,90.2,90.21,54
20221104 061000,90.2,90.21,90.17,90.17,42
20221104 061100,90.17,90.22,90.15,90.15,39
20221104 061200,90.15,90.17,90.1,90.1,43
20221104 061300,90.11,90.15,90.08,90.1,60
20221104 061400,90.09,90.13,90.09,90.13,63
20221104 061500,90.12,90.16,90.12,90.15,35
20221104 061600,90.16,90.17,90.13,90.16,61
20221104 061700,90.17,90.19,90.16,90.19,35
20221104 061800,90.18,90.18,90.13,90.17,37
20221104 061900,90.16,90.16,90.09,90.09,39
20221104 062000,90.08,90.08,90.01,90.03,108
20221104 062100,90.06,90.07,90.03,90.04,75
20221104 062200,90.05,90.09,89.99,90.03,142
20221104 062300,90.01,90.04,90.01,90.04,25
20221104 062400,90.03,90.03,89.95,89.98,91
20221104 062500,89.99,90,89.96,89.97,50
20221104 062600,89.97,90.01,89.93,89.98,108
20221104 062700,89.98,90.01,89.92,89.96,121
20221104 062800,89.95,90.02,89.94,90.02,76
20221104 062900,90.01,90.07,90,90.07,46
20221104 063000,90.06,90.06,90,90.03,21
20221104 063100,90.03,90.04,89.98,89.99,66
20221104 063200,90,90.01,89.98,90,46
20221104 063300,90,90.01,89.99,90,30
20221104 063400,90,90.5,89.96,90.49,1351
20221104 063500,90.49,90.64,90.06,90.19,1412
20221104 063600,90.19,90.33,90.17,90.32,277
20221104 063700,90.33,90.45,90.33,90.43,140
20221104 063800,90.42,90.45,90.31,90.35,123
20221104 063900,90.35,90.35,90.3,90.35,62
20221104 064000,90.34,90.53,90.34,90.52,254
20221104 064100,90.52,90.54,90.37,90.43,128
20221104 064200,90.42,90.43,90.36,90.36,86
20221104 064300,90.36,90.39,90.34,90.36,100
20221104 064400,90.36,90.38,90.28,90.37,109
20221104 064500,90.35,90.35,90.31,90.32,38
20221104 064600,90.33,90.36,90.32,90.34,57
20221104 064700,90.33,90.34,90.26,90.32,112
20221104 064800,90.32,90.32,90.26,90.28,60
20221104 064900,90.27,90.3,90.22,90.29,74
20221104 065000,90.3,90.34,90.27,90.27,53
20221104 065100,90.29,90.31,90.27,90.28,86
20221104 065200,90.28,90.29,90.25,90.26,41
20221104 065300,90.26,90.35,90.26,90.35,80
20221104 065400,90.33,90.4,90.33,90.39,97
20221104 065500,90.39,90.47,90.37,90.43,116
20221104 065600,90.44,90.44,90.34,90.37,64
20221104 065700,90.39,90.39,90.32,90.32,71
20221104 065800,90.33,90.37,90.3,90.36,70
20221104 065900,90.36,90.39,90.35,90.37,49
20221104 070000,90.37,90.38,90.34,90.37,62
20221104 070100,90.37,90.49,90.37,90.47,256
20221104 070200,90.48,90.52,90.46,90.5,98
20221104 070300,90.5,90.55,90.49,90.54,89
20221104 070400,90.54,90.55,90.41,90.41,173
20221104 070500,90.42,90.49,90.42,90.48,79
20221104 070600,90.48,90.48,90.38,90.39,132
20221104 070700,90.39,90.41,90.35,90.41,128
20221104 070800,90.41,90.41,90.35,90.39,89
20221104 070900,90.4,90.46,90.37,90.44,110
20221104 071000,90.46,90.49,90.43,90.48,151
20221104 071100,90.49,90.49,90.32,90.37,151
20221104 071200,90.35,90.38,90.25,90.26,113
20221104 071300,90.27,90.3,90.26,90.27,71
20221104 071400,90.28,90.3,90.26,90.29,60
20221104 071500,90.3,90.35,90.27,90.28,162
20221104 071600,90.29,90.32,90.17,90.17,215
20221104 071700,90.18,90.3,90.15,90.3,167
20221104 071800,90.29,90.31,90.26,90.3,91
20221104 071900,90.32,90.33,90.29,90.29,25
20221104 072000,90.32,90.32,90.11,90.14,123
20221104 072100,90.16,90.23,90.12,90.23,103
20221104 072200,90.22,90.26,90.2,90.26,60
20221104 072300,90.26,90.29,90.19,90.21,161
20221104 072400,90.22,90.24,90.18,90.19,63
20221104 072500,90.2,90.2,90.11,90.16,111
20221104 072600,90.14,90.17,90.13,90.14,77
20221104 072700,90.14,90.16,90.09,90.12,78
20221104 072800,90.12,90.14,90.08,90.12,131
20221104 072900,90.13,90.15,90.12,90.13,34
20221104 073000,90.14,90.17,90.11,90.13,64
20221104 073100,90.12,90.2,90.11,90.14,101
20221104 073200,90.14,90.17,90.12,90.16,72
20221104 073300,90.16,90.21,90.16,90.16,63
20221104 073400,90.15,90.18,90.12,90.12,89
20221104 073500,90.12,90.13,90.03,90.05,141
20221104 073600,90.04,90.1,90.04,90.09,91
20221104 073700,90.11,90.14,90.07,90.07,48
20221104 073800,90.07,90.1,90.04,90.05,56
20221104 073900,90.06,90.16,89.89,90.15,1459
20221104 074000,90.15,90.18,90.03,90.1,155
20221104 074100,90.11,90.14,90.09,90.11,58
20221104 074200,90.11,90.16,90.08,90.13,109
20221104 074300,90.13,90.14,90.07,90.09,48
20221104 074400,90.09,90.11,90.07,90.1,40
20221104 074500,90.1,90.12,90.04,90.05,93
20221104 074600,90.05,90.08,89.97,89.98,112
20221104 074700,89.97,89.98,89.78,89.82,231
20221104 074800,89.81,89.92,89.81,89.91,208
20221104 074900,89.9,89.92,89.85,89.89,61
20221104 075000,89.89,89.95,89.88,89.9,119
20221104 075100,89.9,89.91,89.82,89.9,121
20221104 075200,89.9,90.02,89.9,90.02,184
20221104 075300,90.01,90.06,89.99,90.05,113
20221104 075400,90.06,90.11,90.06,90.11,133
20221104 075500,90.12,90.26,90.11,90.22,433
20221104 075600,90.23,90.31,90.22,90.28,242
20221104 075700,90.28,90.28,90.21,90.25,131
20221104 075800,90.26,90.3,90.23,90.26,145
20221104 075900,90.27,90.36,90.27,90.34,177
20221104 080000,90.33,90.39,90.26,90.27,203
20221104 080100,90.27,90.34,90.17,90.33,274
20221104 080200,90.34,90.4,90.31,90.36,353
20221104 080300,90.37,90.42,90.34,90.36,227
20221104 080400,90.37,90.4,90.37,90.38,97
20221104 080500,90.38,90.49,90.38,90.42,318
20221104 080600,90.42,90.43,90.39,90.41,66
20221104 080700,90.4,90.43,90.29,90.32,159
20221104 080800,90.32,90.32,90.18,90.24,280
20221104 080900,90.24,90.26,90.03,90.09,217
20221104 081000,90.1,90.16,90.03,90.15,199
20221104 081100,90.15,90.15,90.01,90.05,140
20221104 081200,90.05,90.07,89.98,90.06,166
20221104 081300,90.06,90.11,90.01,90.03,167
20221104 081400,90.02,90.06,89.93,90,147
20221104 081500,90.01,90.06,89.95,89.96,151
20221104 081600,89.95,90,89.89,89.99,184
20221104 081700,89.99,90.04,89.91,89.93,133
20221104 081800,89.94,90.01,89.94,90,69
20221104 081900,89.99,90.1,89.99,90.07,69
20221104 082000,90.07,90.09,90,90.04,89
20221104 082100,90.06,90.07,90,90,74
20221104 082200,90,90.03,89.9,90.02,181
20221104 082300,90.01,90.05,89.98,89.99,110
20221104 082400,90.02,90.14,90,90.13,194
20221104 082500,90.13,90.14,90.02,90.02,152
20221104 082600,90.04,90.05,89.96,90.01,184
20221104 082700,90.02,90.08,90.01,90.02,131
20221104 082800,90.03,90.12,90.02,90.08,170
20221104 082900,90.11,90.15,90.04,90.15,269
20221104 083000,90.15,90.17,90.01,90.02,569
20221104 083100,90.04,90.12,89.99,90.02,483
20221104 083200,90.03,90.28,90.03,90.25,359
20221104 083300,90.24,90.29,90.22,90.27,187
20221104 083400,90.26,90.32,90.24,90.29,131
20221104 083500,90.3,90.37,90.28,90.33,153
20221104 083600,90.32,90.36,90.25,90.27,162
20221104 083700,90.26,90.28,90.18,90.19,175
20221104 083800,90.2,90.24,90.16,90.24,143
20221104 083900,90.23,90.23,90.11,90.11,132
20221104 084000,90.12,90.12,90.07,90.1,83
20221104 084100,90.1,90.12,90.07,90.11,53
20221104 084200,90.12,90.2,90.11,90.13,201
20221104 084300,90.14,90.27,90.13,90.26,63
20221104 084400,90.26,90.27,90.18,90.19,76
20221104 084500,90.2,90.21,90.15,90.19,65
20221104 084600,90.19,90.26,90.19,90.24,89
20221104 084700,90.23,90.24,90.14,90.16,63
20221104 084800,90.15,90.31,90.14,90.26,203
20221104 084900,90.26,90.33,90.23,90.33,114
20221104 085000,90.34,90.34,90.23,90.26,106
20221104 085100,90.26,90.31,90.24,90.3,141
20221104 085200,90.31,90.37,90.31,90.35,119
20221104 085300,90.36,90.36,90.27,90.27,111
20221104 085400,90.27,90.29,90.18,90.19,207
20221104 085500,90.19,90.24,90.18,90.24,57
20221104 085600,90.25,90.25,90.18,90.21,67
20221104 085700,90.22,90.25,90.16,90.19,85
20221104 085800,90.2,90.2,90.09,90.15,616
20221104 085900,90.15,90.21,90.12,90.19,146
20221104 090000,90.2,90.25,90.2,90.25,70
20221104 090100,90.25,90.42,90.25,90.34,325
20221104 090200,90.34,90.34,90.24,90.25,109
20221104 090300,90.24,90.31,90.23,90.29,84
20221104 090400,90.3,90.33,90.26,90.3,90
20221104 090500,90.31,90.32,90.26,90.28,61
20221104 090600,90.28,90.35,90.28,90.31,99
20221104 090700,90.31,90.39,90.3,90.35,244
20221104 090800,90.36,90.42,90.36,90.39,176
20221104 090900,90.4,90.4,90.36,90.37,66
20221104 091000,90.37,90.39,90.32,90.37,58
20221104 091100,90.36,90.47,90.35,90.47,223
20221104 091200,90.48,90.52,90.36,90.36,249
20221104 091300,90.36,90.37,90.3,90.34,89
20221104 091400,90.35,90.36,90.21,90.22,190
20221104 091500,90.24,90.34,90.21,90.22,101
20221104 091600,90.22,90.31,90.2,90.31,111
20221104 091700,90.32,90.7,90.31,90.65,890
20221104 091800,90.67,90.7,90.43,90.6,1207
20221104 091900,90.59,90.67,90.59,90.65,261
20221104 092000,90.66,90.68,90.56,90.62,187
20221104 092100,90.62,90.71,90.62,90.65,259
20221104 092200,90.65,90.66,90.49,90.49,257
20221104 092300,90.48,90.57,90.45,90.57,353
20221104 092400,90.58,90.58,90.53,90.55,120
20221104 092500,90.55,90.59,90.52,90.54,145
20221104 092600,90.55,90.59,90.54,90.59,63
20221104 092700,90.6,90.78,90.59,90.7,569
20221104 092800,90.7,90.7,90.6,90.62,206
20221104 092900,90.62,90.75,90.62,90.72,337
20221104 093000,90.72,90.75,90.55,90.55,386
20221104 093100,90.55,90.64,90.55,90.58,320
20221104 093200,90.58,90.58,90.53,90.55,87
20221104 093300,90.56,90.56,90.49,90.51,147
20221104 093400,90.51,90.61,90.49,90.57,192
20221104 093500,90.56,90.59,90.53,90.53,63
20221104 093600,90.52,90.55,90.45,90.5,170
20221104 093700,90.5,90.54,90.48,90.5,212
20221104 093800,90.49,90.55,90.43,90.55,122
20221104 093900,90.53,90.56,90.52,90.56,27
20221104 094000,90.55,90.62,90.54,90.57,109
20221104 094100,90.59,90.63,90.57,90.6,97
20221104 094200,90.59,90.66,90.55,90.63,232
20221104 094300,90.63,90.66,90.62,90.65,150
20221104 094400,90.64,90.64,90.5,90.5,174
20221104 094500,90.49,90.5,90.42,90.45,185
20221104 094600,90.44,90.46,90.32,90.36,319
20221104 094700,90.36,90.37,90.32,90.33,147
20221104 094800,90.33,90.38,90.32,90.35,82
20221104 094900,90.34,90.38,90.31,90.33,99
20221104 095000,90.34,90.35,90.31,90.32,161
20221104 095100,90.32,90.36,90.28,90.33,205
20221104 095200,90.33,90.39,90.32,90.36,131
20221104 095300,90.36,90.37,90.28,90.29,96
20221104 095400,90.3,90.31,90.12,90.17,456
20221104 095500,90.17,90.24,90.16,90.22,88
20221104 095600,90.22,90.25,90.18,90.24,108
20221104 095700,90.24,90.29,90.24,90.28,97
20221104 095800,90.29,90.38,90.28,90.37,248
20221104 095900,90.37,90.39,90.35,90.38,53
20221104 100000,90.39,90.48,90.39,90.46,110
20221104 100100,90.47,90.49,90.41,90.44,93
20221104 100200,90.44,90.54,90.44,90.53,156
20221104 100300,90.53,90.65,90.5,90.61,152
20221104 100400,90.61,90.98,90.61,90.84,1212
20221104 100500,90.84,90.87,90.82,90.84,256
20221104 100600,90.84,90.84,90.72,90.74,248
20221104 100700,90.74,90.8,90.72,90.77,90
20221104 100800,90.77,90.78,90.73,90.75,66
20221104 100900,90.76,90.77,90.72,90.74,118
20221104 101000,90.75,90.8,90.74,90.79,61
20221104 101100,90.78,90.8,90.73,90.79,89
20221104 101200,90.79,90.83,90.78,90.78,77
20221104 101300,90.79,90.83,90.77,90.82,122
20221104 101400,90.83,90.85,90.8,90.85,110
20221104 101500,90.84,90.87,90.81,90.84,100
20221104 101600,90.82,90.89,90.82,90.84,158
20221104 101700,90.85,90.89,90.84,90.89,160
20221104 101800,90.87,90.89,90.85,90.88,80
20221104 101900,90.88,90.89,90.84,90.84,107
20221104 102000,90.84,90.91,90.83,90.89,561
20221104 102100,90.89,90.93,90.86,90.88,348
20221104 102200,90.89,90.92,90.86,90.9,225
20221104 102300,90.89,90.91,90.85,90.88,151
20221104 102400,90.89,90.92,90.87,90.91,191
20221104 102500,90.91,90.91,90.81,90.87,289
20221104 102600,90.86,90.89,90.82,90.87,143
20221104 102700,90.86,90.88,90.85,90.86,116
20221104 102800,90.87,90.91,90.86,90.89,83
20221104 102900,90.9,90.92,90.89,90.91,75
20221104 103000,90.91,90.93,90.85,90.85,142
20221104 103100,90.86,90.92,90.86,90.9,82
20221104 103200,90.89,90.9,90.87,90.89,420
20221104 103300,90.88,90.94,90.86,90.92,231
20221104 103400,90.94,90.98,90.9,90.94,138
20221104 103500,90.95,90.95,90.86,90.92,105
20221104 103600,90.91,90.96,90.91,90.95,228
20221104 103700,90.95,91,90.92,90.98,382
20221104 103800,90.98,91.06,90.96,91.06,586
20221104 103900,91.05,91.07,90.99,90.99,231
20221104 104000,91.01,91.07,91,91.06,211
20221104 104100,91.05,91.06,91.02,91.04,108
20221104 104200,91.06,91.07,91.03,91.06,136
20221104 104300,91.07,91.08,91.04,91.07,294
20221104 104400,91.08,91.09,91,91.01,204
20221104 104500,91.01,91.02,90.99,91.01,82
20221104 104600,91.02,91.05,91.01,91.03,95
20221104 104700,91.05,91.1,91.05,91.07,239
20221104 104800,91.08,91.1,91.07,91.09,117
20221104 104900,91.09,91.1,91.07,91.08,171
20221104 105000,91.08,91.09,91.05,91.09,85
20221104 105100,91.1,91.11,91.08,91.09,124
20221104 105200,91.1,91.11,91.06,91.07,52
20221104 105300,91.07,91.12,91.02,91.05,185
20221104 105400,91.05,91.1,91.05,91.06,71
20221104 105500,91.07,91.08,91.06,91.06,45
20221104 105600,91.06,91.17,91.06,91.14,177
20221104 105700,91.13,91.15,91.12,91.12,97
20221104 105800,91.13,91.14,91.11,91.12,83
20221104 105900,91.12,91.16,91.1,91.16,71
20221104 110000,91.16,91.19,91.14,91.15,131
20221104 110100,91.16,91.19,91.14,91.19,134
20221104 110200,91.19,91.3,91.18,91.25,510
20221104 110300,91.26,91.26,91.13,91.16,229
20221104 110400,91.16,91.2,91.15,91.2,107
20221104 110500,91.2,91.2,91.18,91.19,84
20221104 110600,91.19,91.22,91.17,91.18,136
20221104 110700,91.18,91.22,91.18,91.21,84
20221104 110800,91.22,91.24,91.12,91.14,121
20221104 110900,91.15,91.15,91.06,91.06,136
20221104 111000,91.08,91.53,90.92,91.05,3720
20221104 111100,91.07,91.13,90.85,91.07,786
20221104 111200,91.06,91.1,90.99,91.06,204
20221104 111300,91.06,91.06,91,91.04,161
20221104 111400,91.05,91.23,91.04,91.21,129
20221104 111500,91.2,91.23,91.13,91.22,305
20221104 111600,91.23,91.24,91.14,91.22,185
20221104 111700,91.22,91.28,91.2,91.23,162
20221104 111800,91.25,91.39,91.25,91.38,243
20221104 111900,91.38,91.5,91.35,91.37,592
20221104 112000,91.37,91.43,91.37,91.38,135
20221104 112100,91.37,91.48,91.33,91.48,185
20221104 112200,91.49,91.5,91.38,91.39,381
20221104 112300,91.38,91.4,91.31,91.34,180
20221104 112400,91.35,91.37,91.31,91.36,170
20221104 112500,91.36,91.36,91.3,91.35,67
20221104 112600,91.35,91.44,91.34,91.42,201
20221104 112700,91.42,91.42,91.31,91.33,160
20221104 112800,91.35,91.4,91.33,91.39,91
20221104 112900,91.4,91.4,91.36,91.37,122
20221104 113000,91.37,91.47,91.35,91.46,220
20221104 113100,91.45,91.47,91.42,91.43,180
20221104 113200,91.44,91.51,91.42,91.49,479
20221104 113300,91.5,91.51,91.37,91.41,194
20221104 113400,91.42,91.43,91.36,91.39,128
20221104 113500,91.39,91.4,91.29,91.38,231
20221104 113600,91.38,91.39,91.34,91.37,204
20221104 113700,91.38,91.41,91.36,91.37,239
20221104 113800,91.38,91.42,91.36,91.39,112
20221104 113900,91.38,91.4,91.34,91.37,75
20221104 114000,91.38,91.42,91.31,91.31,190
20221104 114100,91.31,91.33,91.26,91.3,135
20221104 114200,91.32,91.38,91.29,91.37,269
20221104 114300,91.37,91.38,91.31,91.31,231
20221104 114400,91.31,91.35,91.24,91.26,341
20221104 114500,91.27,91.27,91.21,91.22,265
20221104 114600,91.22,91.26,91.2,91.23,165
20221104 114700,91.24,91.35,91.22,91.35,118
20221104 114800,91.35,91.42,91.32,91.42,248
20221104 114900,91.41,91.44,91.39,91.43,167
20221104 115000,91.42,91.46,91.41,91.44,331
20221104 115100,91.44,91.45,91.4,91.42,193
20221104 115200,91.41,91.45,91.35,91.37,328
20221104 115300,91.38,91.48,91.37,91.44,340
20221104 115400,91.44,91.48,91.42,91.46,172
20221104 115500,91.46,91.62,91.44,91.59,927
20221104 115600,91.6,91.64,91.53,91.56,319
20221104 115700,91.56,91.67,91.56,91.65,347
20221104 115800,91.64,91.73,91.64,91.67,555
20221104 115900,91.68,91.71,91.67,91.69,328
20221104 120000,91.68,91.7,91.61,91.65,192
20221104 120100,91.65,91.72,91.58,91.68,436
20221104 120200,91.69,91.84,91.69,91.75,748
20221104 120300,91.76,91.76,91.57,91.58,424
20221104 120400,91.57,91.71,91.57,91.68,157
20221104 120500,91.68,91.75,91.67,91.73,206
20221104 120600,91.74,91.76,91.72,91.74,262
20221104 120700,91.74,91.79,91.74,91.75,223
20221104 120800,91.73,91.76,91.7,91.72,287
20221104 120900,91.71,91.73,91.68,91.73,143
20221104 121000,91.72,91.86,91.54,91.56,933
20221104 121100,91.55,91.56,91.44,91.5,453
20221104 121200,91.5,91.56,91.5,91.55,85
20221104 121300,91.54,91.57,91.5,91.54,144
